texts,tags
ราคาผ้าอนามัยเนี่ย เป็นอีกอย่างที่รู้สึกว่ามันเศร้า เราเคยมีช่วงที่ไม่มีเงินจะกินข้าวแล้วอะ แต่ต้องเจียดเงินเกือบร้อยไปซื้อผ้าอนามัย แล้วลองคิดถึงคนที่เขาเจอปัญหาแบบนี้ตลอดเวลาดิ น่าเห็นใจนะ มีสองทางคืออดข้าว หรือ ใช้ผ้าอย่างอื่นแทน ซึ่งก็ไม่สะอาดและทำให้ไม่สะดวกกับการใช้ชีวิต,neg
สงสารเด็กม.6 อย่างพวกหนูด้วยนะค่ะ มันท้อทุกๆครั้งที่ต้องเร่งอ่านหนังสือ มันกดดันทุกเวลา มันเครียดมากๆเลยนะค่ะ สอบไม่ใช่แค่2-3วิชานะค่ะ ทุกวันนี้อ่านก็แทบจะไม่ทันข้อสอบก็ใช่ว่าจะง่ายดาย สอบปลายภาคของรร.เสร็จได้พักวันเดียวก็ต้องวิ่งสอบGAT/PAT แค่คิดก็เหนื่อยแล้วค่ะ #ทวงคืนวันสอบ,neg
สมัย รสช. เรืองอำนาจคลิปก็มีหลุด คนหน้าเหมือน รองหัวหน้า รสช. ซั่ม กับอดีตนางงามจักรวาล มีลูกผัวตัวเมียกันทั้งคู่ไม่หนักกว่านี้เหรอ นี่คู่นี้แต่ละคนโสด หญิงก็เกือบจะ 40 ชายก็ 60 กว่า สลิ่มมองเป็นเรื่องการเมือง เขาคือผู้เสียหาย คนแพร่คลิปมันควรติดคุก เอาตีนคิดก็พอสมองไว้ใส่หญ้า,neg
สวัสดีค่ะ ตอนนี้คือสุดๆอ่ะ เติมเน็ตรายวันอันนู้นก็ม่ได้อันนี้ก็ไม่ได้เพราะเบอเพิ่งเปิด คือแร้วพอกูเติมแบบ19บาทใช้งานม่ถึงชั่วโมงแม่งไม่โหลดเหี้ยไรเรยกูก็เปลี่ยนเป็น22บาท ชิบหายไม่ต่างกันเรย คือวันๆๆๆกูต้อวสมัคร2-3รอบ อีกเหี้ยเสียเงิน4-50บาทม่ได้เหี้ยไรเลยคือกูต้องทำไงมาบอกกูสิ,neg
สัญญากับอาเบะ (นายกฯ ญี่ปุ่น) ว่าจะเลือกตั้งปี 58 = เลื่อน สัญญากับบัน คี มูน (เลขาธิการ UN) ว่าจะเลือกตั้งปี 60 = เลื่อน สัญญากับทรัมป์ (ปธน.สหรัฐฯ) ว่าจะเลือกตั้งปี 61 = เลื่อน สัญญากับเมย์ (นายกฯ UK) ว่าจะเลือกตั้งกุมภา 62 = เลื่อน บิดาแห่งการเลื่อนเลือกตั้ง #เลื่อนแม่มึงสิ,neg
อยากได้เจ้าค่ะหน่องเม จะได้เอามาใช้บำรุงหน้าโทรมๆ ไม่ชอบใช้เครื่องสำอางหรือตัวบำรุงที่เยอะๆหลายๆตัว ถ้าได้ ซูทติ้งเจล Plankton Aloe Malissa Kiss. ขวดนี้ สภาพผิวหน้า ที่รู้ขุมขนกว้าง หน้าแห้งบ้าง มันบ้าง สิว ริ้วรอยอะไรบ้าง จะได้ดูโอเคขึ้นมาบ้างเจ้าค่ะ...😄 #เพลียกับผิววัย31 😔,neg
ขอบคุณบาร์บีคิวครับที่แปลให้ไม่ครบ ทำให้ผมย้อนกลับไปอ่านภาษาอังกฤษข้างบน สรุปง่ายๆว่าไม่มีพยาธิอ่ะใช่ เพิ่มเติมคือเนื้อเป็นฝีและติดเชื้อแบคทีเรียเอง จะโวยวายอะไรกินๆไปเหอะ ...ไม่ทราบว่าเนื้อเคสนี้สามารถเอามาขายได้หรอครับ แค่แปลยังไม่ครบไม่ตรง ไม่มีความจริงใจ ลาก่อนแบรนด์นี้ครับ,neg
ความมืดบอดปัญญาทรามของสลิ่ม ยังไม่รู้ตัวว่าพายเรือให้โจรนั่ง ตั้งแต่ถูกไอ้เทือกหลอกจูงจมูกให้ออกมาชัตดาวน์กรุงเทพ เปิดช่องให้ไอ้ตูบ ใช้เป็นข้ออ้างจนบ้านเมืองฉิบหายมาขนาดนี้ ภายใต้ฝีมือของพวกโจร ที่ปล้นอำนาจของประชาชนไปเกือบ5ปี สลิ่มมันยังจะดันทุรัง หนุนโจรให้สืบทอดอำนาจต่อไปอีก,neg
ตอนพันธมิตรถอนตัวออกจากทำเนียบรัฐบาล จนท.ได้เข้าไปตรวจในทำเนียบ พบขี้เต็มห้อง รัฐมนตรี ถุงยางอนามัยใช้แล้วเกลื่อนห้องเต็มไปหมด ปืนของ ตร. สันติบาล หายหมด โดยเฉพาะปืนกลอูซี่ โต๊ะข้าราชการถูกงัด ของมีค่าทั้งของส่วนตัวและของหลวงหายหมด พบอาวุธบางส่วนอยู่ในท่อระบายน้ำ สนามหญ้าเละเทะ,neg
โทรติดต่อศูนย์ honda คุยกับพนักงานสามคน ถามคำถามเดียวกัน รถเป็นอะไรค่ะ/ครับ พอบอกหน้าจอมันขึ้น Check emission sytem จบโอนสายไปเรื่อยๆ จนมาที่คนสุดท้ายตอบ อ๋อต้องเอารถเข้ามาเช็คที่ศูนย์ครับ อีสัสเสียเวลาอยู่ตรงนั้นเป็น10-15นาที และให้ความช่วยเหลือเบื้องต้นกูก็ไม่ได้ อีผี ผีมากกก,neg
เหตุเกิดจากกรณีที่ลูกค้ามาสด้า ซีเอ็กซ์-5 และมาสด้า 2 รุ่นเครื่องยนต์ดีเซล รวมตัวกันร้องเรียนจากเหตุรถยนต์มีปัญหาน้ำดันและน้ำมันเชื้อเพลิงเข้ามาปะปนกับน้ำมันเครื่องทำให้รถได้รับความเสียหาย กรณีเราเป็นลูกค้าเลยนะ..ปัญหาแบบนี้บอกเลยเรียกร้อง 10 เนี่ยบุญแค่ไหนแล้วที่ไม่ขอรถคันใหม่,neg
ค่าฝุ่นเชียงใหม่คือบั่บ.. มันต้องประกาศเขตภัยพิบัติแล้วอะ อึดอัดแทนชาวเชียงใหม่มาก พออำนาจรวมศูนย์อยู่ที่เดียวมันจัดการเชื่องช้าอะ เค้าก็คนเหมือนเราป่ะวะ ตอนกทม.ชั่วๆดีๆยังมีรณรงค์บ้าง ทีเรื่องแบบนี้รัฐบาลมีอำนาจเต็มก็จัดการเหอะ ตื๊อจะครองอำนาจต่อจนเพลียใจ ได้ไปแล้วก็จัดการบ้าง!,neg
"ถ้าค่าแรงวันละ 700, กระทิงแดงก็จะขวด 50, ข้าวแม่งก็จานละ 100 , เบียร์ช้างขวด 200, บุหรี่ซอง 300 รับได้ ป่วยเป็นหวัดครั้งละ 10,000 , ผ่าตัดเล็กครั้งละ 3-4 แสน, ผ่าตัดใหญ่ครั้ละล้านขึ้น ไหวป่าวล่ะ, ขึ้นค่าแรงไปก็เท่านั้น นายทุนหน้าเลือดทั้งหลายไม่ปล่อยให้คุณเหลือเงินติดตัวหรอกครับ",neg
บางทีคือดู Netflix แต่ไม่ชอบซีรีส์ฝรั่งตรงที่เริ่มมาแม่งไม่รู้อะไรเลยแต่ทำเหมือนกูรู้แล้ว บางทีเป็นฉากคนกำลังทำห่าอะไรก็ไม่รู้ บางทีเป็นฉากคนวิ่งหนีอะไรสักอย่าง บางทีเป็นฉากมืดๆ ลับๆล่อๆ ไม่เหมือนอนิเมหรือหนังญป เปิดเรื่องมาบอกเลยผมคือใคร เป็นอะไร เกิดอะไรขึ้น ง่ายดี ดูสบ๊ายสบาย,neg
"ม.44 คุ้มครองมึงแต่ทำร้ายประเทศและประชาชนนะ เนี่ยอะนะที่บอกว่าจะมาทำให้บ้านเมืองสงบคนไม่โกงของสมุนบัตรประชารัฐ และอี3000ที่จ่อจะเข้าบัตรหลังจากนี้อีกคืออะไร หลายคนที่ใส่คะแนนให้ก็กลัวเงินนี้จะไม่ได้ใช่มั้ย ต่อไปเอา3000แต่จ่าย30,000ล้าน คงโอเคกันนะ #บัตรเกิดใหม่ในหีบ #เลือกตั้ง62",neg
"มันไม่ใช่พรบ.ที่บัญญัติให้เพศเดียวกันแต่งงานกันได้โว้ย ""คู่ชีวิต"" ไม่ใช่ ""คู่สมรส"" พรบ.คู่ชีวิตเป็นการกำหนดให้คู่ชีวิตมีสิทธิหน้าที่ในการอุปการะเลี้ยงดูกัน รวมถึงสิทธิในการยินยอมรักษาพยาบาล อำนาจจัดการศพ ดำเนินคดีอาญาแทน ฯลฯ และมีข้อยกเว้นอีกเยอะ แต่ไม่ใช่ให้อำนาจแต่งงานอ่ะ.....",neg
เมืองที่พ่อแม่พวกผมเกิด แล้วมันยังไงเหรอครับ? ก็มันไม่พัฒนาจริงๆ เพราะพวกผมมองเห็นปัญหาจริงๆเลยออกมาพูดครับ เพราะพวกผมรักประเทศนี้ไม่ใช่เหรอ ถึงได้ออกมาพูดถึงสิ่งที่ไม่ดีและต้องการจะเปลี่ยนแปลงสิ่งเหล่านี้ ถ้ามัวแต่คิดว่าประเทศนี้มันดีเลิศเลอ ขนาดแตะต้องไม่ได้ละก็ผมว่าคิดผิดละนะ,neg
เมื่อวาน ไปกิน มา ที่ MK ซีคอน สั่ง เป็ด เล็ก มา ไม่อยากบอก ว่า ไม่เหมือน ในรูป แม้แต่ น้อย อย่างกับ เอา เศษเป็ด มา ให้ ถาม พนง. บอก น้อง ทำไม คราวนี้ มัน ดู ไม่น่ากินเลย เหมือน เศษ เป็ด และ ให้ น้อย มากๆๆๆๆ พนง บอก ถ้า พี่ เอา เยอะ พี่ ต้อง สั่ง เป็ด จานใหญ่ 555 เล่นเอา เงิบเลย,neg
อันนี้ความเห็นส่วนตัวนะคะ ถ้า NIVEA มีผลิตภัณฑ์กันแดดแบบเต็มขั้นอยู่แล้ว ความเป็น Daily Protect ของตัวนี้ก็น่าจะให้ความรู้สึกบางเบาผิวลงมาหน่อย พอเป็น body serum เราก็คาดหวังจะให้ texture มันเบาสบายผิวเหมือนเซรั่มของยี่ห้อ B หรือ V เนื้อหนักไปทางเรือกล้วยแบบนี้ไม่ค่อยประทับใจค่ะ,neg
กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก กูก็คิดว่าเน็ตกูกาก . . . . . ที่ไหนได้อีสัสจอยล่ม🤪 #จอยลดา,neg
กูกับแก๊งอีป้ารอบๆ คือโบกจนเขม่นกัน โบกจนเหนื่อยจนล้า จนกลายเป็นเห็นใจกันละด่าแท็กซี่ด้วยกันละอะ เกลียดอีป้าแต่ก็คือไม่ได้ไปทั้งคู่อะ ลบบวกลบเป็นบวกอะ อปป้าคนขับแท็กซี่เหมือนมองไม่เห็นกูอะ กูเป็นผีเหรอ อีกนิดกูจะชวนแก๊งอีป้าทำโปรเจ็กต์เรียกอปป้าละนะ /meกางแผ่นกระดาษเขียนว่าอีควาย,neg
คือ จัดในผับ 20+ ก็แอบรู้สึกล่ะแต่ก็อะ โอเค ซื้อเครื่องดิ่ม Breezer อะ สปอนเซอร์ ครบ 500 บาท อะเข้าใจ พอโพสลงFB โห ท้าทาย พรบ.มากค่ะ มันออกมาชัดเจนแล้วว่าไม่ให้มีการโพสชักชวนหรือเข้าข่ายโฆษณา นี่ก็สุ่มเสี่ยงแล้วมั้งคะ😭 กม.ยับคลุมเคลือเพราะขึ้นกับการตีความอีก ค่าปรับก็สูงจนมิกล้า,neg
ที่งงอีกอย่าง ก็คือแค่ท่านแนะนำให้เลือกคนดี มันหมายความว่าท่านแนะนำให้เลือกลุงตู่หรอ? ทำไมคิดแบบนั้นหรอ งง มีหลักฐานอะไรว่าคนดีที่ท่านพูดหมายถึงลุงตู่ หรือแค่มโนไปเอง ถ้าคุณคิดว่าคนดี=ลุงตู่คนเดียว ก็แสดงว่าพวกคุณคิดว่านักการเมืองคนอื่นไม่ดีหรอ นี่งงคนในทวิตมาก #โตแล้วเลือกเองได้,neg
"นอนสบาย ช่องเสียบปลั๊กเยอะด้วย555555 มีซิงค์ล้างจานด้วยตรงระเบียงด้านนอก ไฟเยอะ สว่างแน่นอน ค่าที่พักก็ไม่แพงอะ 1,200 ถ้าเทียบกับย่านที่ใกล้ดอนเมืองแบบนี้ ถ้าแบบสายดริ้งค์คือดีเลย (แต่เราไม่ดริ้งค์) ถ้าแบบจ่าย 1,300 ได้กินทุกอย่างในห้องคือมีหงส์ทอง1แบน ลีโอ1ป๋อง ไฮเนเก้น1ป๋องด้วย",neg
ปัญหาความมีน้ำใจ/เกรงใจเกินไปของหลายคนคือเวลารีวิวสินค้าบริการ ร้านอาหารที่แย่มากๆ เห็นบ่นมาซะยืดยาวแต่สุดท้ายให้ 3 ดาว ปานกลาง 4 ดาว ดีหน่อยก็ 5 ดาวกันไปเลย สุดท้ายคะแนนรวมออกมา 4-5 กันเกือบหมด คือมันเปรียบเทียบยากมากไงสำหรับคนที่อยากตัดสินใจเร็วๆ ต้องมานั่งไล่อ่านเอาเองถึงจะรู้,neg
ไปกินบาร์บิกอนครั้งแรก จำได้ว่าหิวน้ำมาก พนง.ก็เดินมาวางเหยือกกะแก้ว อินี่ก็เทน้ำใส่แก้ว และรีบกินทันทีเพราะหิวน้ำมาก กินหมดแก้วก็สงสัยทำไมน้ำมันเค็มๆจังว่ะ พอหันไปมองโต๊ะข้างๆ อ่าวอิเหี้ย นั่นมันน้ำซุป คือแบบทำไมโต๊ะอื่นพนง.เทให้เลย ละโต๊ะฉันเขามาวางเฉยๆอ่ะ #เรื่องมันช่างหน้าอาย,neg
ไปมุงดราม่าในห้องคสอมา คือแบบคนที(เหมือนจะโกง) ประวัติดีแต่วนรูปขายซ้ำๆ แล้วขายแบบ ลาแมร์ anr ราคาถูกกว่าปกติ คนโดนโกงยอด 1k-2k แล้วแบบมีคนนึงทักแชทเฟสไปหาพ่อค้า ประมานว่าถ้าไม่มีของก็คืนเงินมา รู้ใช่ไหมว่าพี่เป็นใคร นี่รีบใส่ใจเลยจ้า เข้าไปดูก้เออ คืนเงินเค้าเถอะ จะได้มีชีวิตยาว,neg
ผมว่าฟอร์ดมีบทเรียนเรื่องเกียร์จากเฟียสต้ามาแล้ว ไม่น่าจะพลาดอีกครับ ดูจากรุ่นใหม่ๆที่ออกมายังไม่เจอปัญหาเหมือนเฟียสต้า อีกทั้งแรพเตอร์ยังเป็นรถพรีเมี่ยมคาดว่าน่าจะทำQCมาดีพอสมควร แต่ทั้งนี้ ทั้งนั้นต้องรอให้รถออกมาวิ่งจริงๆตามท้องถนนถึงจะรู้ว่าจะมีปัญหารึปล่าวอื่นๆรึปล่าวน่ะครับ,neg
ราคาผ้าอนามัยนี่เป็นปัญหาทั่วโลกจริง ขนาดประเทศเจริญแล้วอย่างอังกฤษเมกา ทำภาษีผ้าอนามัยเป็น luxury tax ทำให้ราคาสูงกว่าที่ควร อินเดียก็แพง ผญบางส่วนเลือกจะลางาน/เรียนอยู่บ้านช่วงมีเมนส์...เอาจริงๆมันเปนธรรมชาติ เลือกได้ผญก็ไม่ได้อยากมีเมนส์ป่าววะ ผ้าอนามัยคือเปนของที่ไม่ควรแพงอ่ะ,neg
ลูกค้าเก่าใช้899บาท100M/30M+true vision+sim4g จะเปลี่มาใช้โปร200/200นี้ไม่ได้นะครับทางทรูไม่ยอมให้เปลี่ยน อ้างเหตุว่าเปลี่ยนให้ไม่ได้ แต่จะให้เปลี่ยนเป็นโปร799 100/30+truevision+sim4g แทนที่จะเชียร์ให้เปลี่ยนเป็นโปร899 เน็ต200/50 แต่ไม่เชียร์ จะกั๊กพื้นที่ เน็ต200Mไว้ให้ลูกค้าใหม่,neg
ซื้อมาไม่ใช้ ซื้อมาเก็บเพื่อ สะสมอย่างอื่นดีกว่ามั้ย เมื่อก่อนเคยซื้อมาบ้ามากไปห้างซื้อทุกครั้ง แล้วพอมาดูอีกทีเยอะมากๆๆใช้ปีนึงไม่หมดเลย จนแถบกาวมันไม่ติดกับกางเกงเลย ทิ้งไปหลายห่อเลยเซ็งเสียดายเงินที่บ้าซื้อผ้าอนามัย บ้าซื้อมาตุน ตอนนี้เลยซื้อเฉพาะเวลาใกล้จะมา สะสมอย่างอื่นดีกว่า,neg
ปกติหนูใช้ทั้งไพร์มเมอร์และคอลซีลเลอร์เลยค่ะพี่วิ คิดว่าควรใช้ไพร์มเมอร์ก่อนคอลซีลเลอร์ค่ะ คอลซีลเลอร์ที่ใช้แล้วชอบมากที่สุด คือ แบรนด์ the face shop ค่ะ เป็นรุ่นที่มี 2 หัว เป็นแบบเนื้อครีมและลิควิด เกลี่ยง่าย ไม่เป็นคราบ ไม่ตกร่อง คือดีมากค่ะ ใช้งานง่ายด้วย สีตรงกับผิวดี ชอบมากค่ะ,neg
สาขา เพชรเกษม ควรปรับปรุงเรื่องบริการของพนักงานบางคนด้วยนะคะ เดินเข้าไปนั่ง 5 นาทีก็แล้ว 10 นาทีก็แล้วเรียกไม่หัน ไม่มีการมารับออเดอร์ ทั้งที่ โต๊ะไม่ได้เต็มเลย พนักงาน ยังยืนรินน้ำให้โต๊ะอื่น ยืนว่างก็มี อยู่ไม่เข้าใจเหมือนกันค่ะ หรือแต่งตัวธรรมดาไปคะ บอกเลยคะว่าครั้งนั้นครั้งเดียว,neg
"คืนนี้ตั้งใจจัดหนักทั้งทีจะให้ ""กูหลับ“ ภาพตัดเร็วไปได้ไง เสียหมดชื่อเสียงที่สร้างมา จะมันส์ทั้งทีต้อง ""KUเลิฟ"" ดิวะ เลือกเอาจะหลับหรือจะเลิฟ แต่กูอ่ะต้องสนุกไว แต่อยู่ได้ยาว ๆ ""KUเลิฟ"" เท่านั้นชั่วโมงนี้... อิอิ!! #ชีวิตต้องไม่สะดุด #อย่าหยุดKU #สนุกไวไม่สะดุด #KULOVMAX7 #กลับไม่ดึก",neg
รถวีออสของผม ไม่แน่ใจว่าเป็นอาการแบบเดียวกันไหม คือเวลากดเบรคที่ความเร็วต่ำหรือรถใกล้จะหยุดแล้ว จะมีเสียงดังแก๊ก คล้ายๆเสียงโลหะกระทบกันที่เบรค ช่างที่ร้านเบรคได้ทำการเปลี่ยนกิ๊บล็อคผ้าเบรคและแผ่นซับเสียงใหม่ของแท้เบิกศูนย์ และตัดกระป๋องโค้กมารองตรงกิ๊บล็อคผ้าเบรค ตอนนี้เงียบแล้วครับ,neg
กูตัดสินใจและว่า กูจะไม่จัดงานแต่งงาน กูจะหาเด็กกำพร้ามาเป็นเมีย..ใครอยากอยู่กับกู กูจะดูแลเป็นอย่างดี แต่กูจะไม่แต่งงาน.. ไม่กูก็จะแต่งงานกับฝรั่ง ไม่ก็แต่งงานกับผู้หญิงอินเดีย ให้เค้ามาสู่ขอกูแม่งเลย(กูเรียกค่าสินสอดเป็นเบียร์ช้าง2ขวดพอ เพราะกูไม่ชอบเบียร์สิง) อะเครนะ จบๆ แยกย้าย...,neg
ถ้ามันเป็นสิ่งทดแทนเพื่อบำบัด คงจะดี แต่เด็กเกิดใหม่มันมองว่าเป็นเรื่องเท่อย่างเดียว บุหรี่แบบเดิม บางคนไม่อยากสูบเพราะกลิ่นเหม็น ปากเหม็น แต่พอมีทางเลือกแบบได้เท่ ได้กลิ่นหอม ก็ตัดสินใจเลือกสูบได้ง่ายขึ้น ในความคิดเห็นของคนที่ไม่สูบ ไม่ว่าบุหรี่มวนหรือไฟฟ้า รณรงค์อย่าไปสูบเลยจะดีกว่า,neg
รัฐบาลหัวควย..ปากบอกว่ามาช่วยคนจนๆๆๆ..ที่ไหนได้แมร่งเอาความสุขของคนจนๆๆไปทำมาหาแดกเสียเอง..หมดทางขูดรีดกับคนรวยก็มาลงกับคนจน..ทนต่อไปครับประเทศนี้..ส่วนตัวคิดว่าคนที่แย่จริงๆๆๆคือร้านค้าน่ะครับ..ของแพงๆๆๆใครมันจะมาซื้อแดกครับ เบียร์ลีโอขวดล่ะ80 ค่าแรงขั้นต่ำ300 ใครโง่แดกก็เชิญเถอะครับ,neg
ผมขอแชร์ในส่วนของ mazda 3 sky และ 2 sky ครับ ตัววัดมันเชื่อถือได้98%เลยผมว่า คลาดเคลื่อนไปนิสเดียส คือมันหลอกว่าขับได้มากกว่าประมาณ0.3 km /L ครับ ผมวัดเอง เติมกลับ ดก็บผลมา3ปี ได้ประมาณนี้เลย จอมันโชว์ว่าๆได้18.3 km/L จริงๆมันได้ประมาณ18.0km/L งี้ครับ ค่อนข้างเชื่อถือได้เลย ตัวคำนวณมัน,neg
แน่จริงก็ไปร้องเรียนโตโยต้ามอเตอร์สิครับ รถมันทำออกมาจากโรงงานแบบนี้ จะโชว์ควายด่ากันทำไม อิกอย่างนะมันไม่ได้มีแค่รุ่นนี้ที่ไฟแยงตา everrest pajero new crv แม้แต่revo มันก็แยงทั้งนั้น อย่าเหมารวมโตๆกันแล้ว #ด่ามากุด่ากลับ #หรือรถมึงเสือกไปโหลดเตี้ยเอง #บางประเภทไม่มีปัญญาซื้อด่าเอามันส์,neg
เบื่อติ่งค่ายตลาดชิบหาย ยอดขายcity yaris สู้ mz2 ไม่ได้ไงก็ที่1อะนะ เซทเม้น ถถถ กูเห็นมันพึ่งมี ควันออกจาก mz2คันแรกด้วยซ้ำ พยายามโจมตีชิบหาย กูขรรม แค่รูปเดียวมโนไปชิบ แยกแยะหน้อย มีสมองนะหรือโง่ ว่ามันคนละรุ่นกับ คดีฟ้อง95ล้าน ไม่ใช้เหมารวมหมด ใครอยากไปขี่ รถขายแต่แบรนด์ กั๊กสเปคขายแพง,neg
ไปกินเอ็มที่บิกชี ราชประสงค์. พนักงานมีแต่พนักงานไม่คอยบริการ. เรียกสามครั้งก้ยังไม่มา. เรียกบอกเติมน้ำชาหน่อยก้เดินเฉย. แต่มีพนักงานพี่คนหนึ่งน่ารักมากคับ ชื่อรัศมีแข. พูดีบริการดีมากคับ. จากอารมไม่พอใจพอใจขึ้นมาเลยชื่นชม. ไม่อะไรมากหรอกคับ. อยากให้บริการเติมทีหน่อย. เรียกสามครั้งก้เฉยย,neg
ผมก็เป็นครับไม่รู้คนอื่นเป็นไหม รถเป็น วีโก้ พรีรัน 2.5vn ยาง บริดโตน ep850 265 60 18 น้ำมันเกียและเฟืองท้ายถ่าย30000กม เวลาขับเร็ว ความเร็ว gps =200 เสียงยางหอน ดังจนต้องยกคันเร่งครับ เอ๋อผมมีทำโช้คของ โรงงาน holin มา3หมื่นกว่าๆ ด้วย จนปัญญากับอาการ ครับเลยขับช้าๆเอา ใครดันก็ไม่เล่นครับ,neg
ผมบอกแล้วไง ว่าไม่ได้หมายถึง เมฆ มังกรบิน #คนที่ทำดีแล้วออกสื่อสร้างภาพเพื่อประโยชน์ของตัวเองตามมาภายหลัง ที่คุณกล่าวถึงว่าไม่ดี ตรงนี้ต่างหากที่ผมถาม อย่างเบียร์ช้าง สนับสนุนทีมชาติปีละ100ล้าน เพื่อสร้างภาพให้องค์กรตัวเองดูดี ลงข่าวใหญ่โต #ผมถามนักบุญจอมโพสต์แบบนี้ ไม่ดียังไง ตอบผมหน่อย,neg
อ่านแล้วขำตรงข้อ2 วรร 5 ครับ ขาดน้ำยาหาซื้อไม่ทันจะแย่เอานะครับเขาเป็นห่วง ดูดบุหรีดีกว่าหาง่ายกว่าประมาณนั้นรึครับ 555 ไม่ได้ดูดวันหนึ่งคงไม่ถึงกับลงแดงไล่ตีใครต่อใครมั่งครับ ไม่ใช่ยาบ้านะครับ 555 อีกอย่างคนติดมากๆรู้ว่าขาดไม่ได้เขาไม่ปล่อยให้หมดหลอกครับคุณ ไม่ว่าจะบุหรีรึน้ำยาไฟฟ้า 555,neg
วันนี้ไปทานที่สาขาโลตัสหลังสวน ปลาหมึกสดเก่ามากมีกลิ่น เป็ดก็ทั้งแข็งทั้งเค็มเหมือนอุ่นมาหลายๆรอบ ของสดหลายๆอย่างคุณภาพแย่มากคะ สั่งของไปเยอะแยะ หมดเกินครึ่ง คือไปทานตอน สี่โมงเย็น ของหมดเกิน 10 รายการ ปกติเป็นทาสเอ็มเคมาเกิน 10 ปีนะคะ แต่บอกจากใจจริงรสชาติและคุณภาพของสดของสาขานี้แย่ที่สุด,neg
พุดจะคิดภาพ ตามเลยครับ เหมือน ฟอจูนเนอร์ vs พราโด้อะครับ อีฟอจุนเนอร ปา เจโร่ ที่จะขับอะ เป็นรถขี้กากไม่ผ่านมาตรฐานอะไรเลยนะครับ รู้ยัง ? อีฟอร์ตตัวนี้มันขาย ยุโรปจ้า เพราะมันผ่านมาตรฐาน เห็นก็อีฟอจุนเนอรคันละล้าน ตกข้างทางยังพังเลยครับ โตโยต้าฟอจุนเนอร ญี่ปุ่นเขายังไม่กล้าใช้เลยครับ 😂😂😂,neg
หนูเป็นคนนึงที่ชอบทาน mk นะคะ ตั้งแต่เป็ด จานละไม่ถึงร้อย..เป็นอะไรที่อร่อยมากค่ะ..แต่หลานชอบหมูกรอบค่ะ..แต่ก่อนยอมรับว่ากรอบนอกนุ่มในค่ะ..แต่เดี๋ยวนี้ หลายสาขา..สีสันหน้าตามันน่าทานค่ะแต่พอทานแล้วมันแข็งจริงๆนะคะ..เลยอยากให้ปรับปรุง..ต้องขอบคุณนะคะที่ยินดีรับไปพิจารณาและปรับปรุงค่ะ..😊😊😊,neg
ทำไมพอเวลา มีข่าวรถHonda ออกใหม่ ต้องมีคน มาระบาย มาบ่น เรื่องห่วยแบบนั้น แบบนี้ ทุกที ถ้าเป็นเรื่องจริง ก็น่าเห็นใจอยู่ แต่ควรไประบายที่ 0 เลยไหม ไปโวยวายที่ 0 บริการนุ้นเลย เอาให้ระเบิดไปเลย แต่...ถ้าเป็นเรื่องแต่งขึ้น เพื่อบัพค่ายนี้ ก็ขอให้เจริญลงๆๆ ทำกับใคร ขอให้ได้แบบนั้นกลับไป เพี้ยงง,neg
น่าเกียดมากลูกค้าสั่งกระป๋องกินตั้งแต่1ทุ่ม พอ3ทุ่มมาไล่ลูกค้าให้ลูกค้าไปนั่งข้างหลัง ข้างหน้าสั่งเป็นพราวเวอร์เท่านั้น #พูดตรงๆน่าเกียด 👎🏻👎🏻มากินทุกวันเป็นไล่เป็นนี้เลย. # ต่อไปนี้มีงานลีโอที่ไหนจะไม่ไปอีกต่อไป. #ไม่ได้มาขอกินฟรีนะค่ะ. #ซื้อกระป๋อง50บาท10กระป๋องเท่าไหร่แล้วค่ะ. แย่มากๆๆ,neg
#Fordป้ายแดง เรื่องมีอยู่ว่าผมออกรถมาได้19วัน วิ่งแล้ว1800ก.ม เกิดคาสไหม้เลยเอาไปเข้าศูนย์ปลวกแดง แต่ที่ศูนย์แจ้งว่าประกันไม่รับผิดชอบ ค่าใช้จ่าย16000บาทแบบนี้ก้อได้เหรอ เสียความรู้สึกน่ะครับรถออกมายังไม่ถึงเดือนต้องได้ซ่อมถ้าขี่เป็น ปีจะไม่ได้ซ่อมทั้งคันเลยหรอครับ :#FORD Cr. จริงใจ มั้ยคร๊าฟ,neg
"ไม่เข้าใจเลยเป็นสมาชิกอยู่แล้ว หมดใกล้หมดอายุเลยไปต่อ ได้บัตรใหม่มา แต่พนักงานแจ้งมาว่าบัตรใหม่ถ้ายอดรับประทานไม่ถึง 6,000 บาท จะไม่สามารถใช้ส่วนส่วนลดของสมาชิกได้ ทำไมถึงเป็นแบบนี้อะก้อน งั้นไม่มีบัตรยังจะดีกว่าซะอีก มีบัตรแต่ใช้ส่วนลดไม่ได้หรือว่าเป็นเพราพบัตรนี้เราใช้แต้มแลกในการต่ออายุบัตร",neg
